""	Estimate	Std..Error	t.value	Pr...t..
BatchBatch_b018	-0.00572083247085598	0.00420312072190346	-1.36109163865871	0.173485570884808
BatchBatch_b019	-0.00580823618590252	0.00421683164222389	-1.37739342679551	0.168391487548536
BatchBatch_b020	0.000247991534173039	0.00424446603836065	0.0584270275534638	0.95340851860958
BatchBatch_b021	-0.000471639083179221	0.0042566135162643	-0.110801481360032	0.911773831474154
BatchBatch_b022	-0.000465490142993608	0.00420148276967892	-0.110791872420122	0.91178145137914
BatchBatch_b023	-0.00280902960242404	0.00421401761594784	-0.666591803459326	0.505033326888215
BatchBatch_b024	-0.00472409400134735	0.00420347595212373	-1.12385417572345	0.261075632243685
BatchBatch_b025	-0.00648448702696951	0.00420517992326718	-1.54202368157685	0.12306870476065
BatchBatch_b026	0.00121747061624852	0.00420547891454173	0.289496307314428	0.772201769533518
BatchBatch_b027	-0.01045846136876	0.0042099280803547	-2.48423753782484	0.0129833617021872
BatchBatch_b028	-0.00890218307788454	0.00420251381833681	-2.1182995375391	0.0341503807405082
BatchBatch_b029	-0.00595146830962772	0.00421370690149182	-1.41240680682386	0.157831064882553
BatchBatch_b030	-0.00939344250583952	0.00419267066223126	-2.24044368437003	0.0250627312884644
BatchBatch_b031	-0.00514406835946711	0.00419410961018246	-1.22649831253297	0.220012000130192
BatchBatch_b032	-0.00644742019906828	0.00418893229304308	-1.53915598248653	0.123767086460628
BatchBatch_b033	-0.00744936532317879	0.0042201716259481	-1.76518065696089	0.0775342434074231
BatchBatch_b034	-0.00635355391897046	0.00420380810015867	-1.51138057865454	0.13069237923635
BatchBatch_b035	-0.00781289456857764	0.00422362053993354	-1.84980977687465	0.0643417779453528
BatchBatch_b036	-0.0057167150250733	0.00420611283890922	-1.35914447472499	0.174101650711254
BatchBatch_b037	-0.00634412149186181	0.00422803433936639	-1.50048958514669	0.133488493172561
BatchBatch_b038	-0.0124076641986748	0.00422389847020165	-2.9374911083226	0.0033090030710917
BatchBatch_b039	-0.00688260074270682	0.00419910884096357	-1.63906223996029	0.101201158788708
BatchBatch_b040	-0.00507673533408138	0.00419415647043268	-1.2104306002579	0.226114488681619
BatchBatch_b041	-0.00631041216538915	0.00422738878118981	-1.49274469229515	0.135504892962154
BatchBatch_b042	-0.00202338510784005	0.00422976981491666	-0.478367664525006	0.632388830218325
BatchBatch_b043	-0.0025392600789061	0.00418868415572414	-0.606219037889505	0.544369688951319
BatchBatch_b044	-0.000841435671689549	0.00420560295402582	-0.200074919313076	0.841422099581376
BatchBatch_b045	-0.00624071870701663	0.00421411490827907	-1.4809085283261	0.138631812203792
BatchBatch_b046	-0.00374137827199345	0.00422846092463199	-0.884808524586062	0.376260493107726
BatchBatch_b047	-0.00819231424193602	0.00421484556094795	-1.94368076444858	0.0519347261801237
BatchBatch_b048	-0.00330920484542184	0.0042055815492875	-0.786860225307599	0.431364203691435
BatchBatch_b049	-0.00634589492968273	0.00422645202697807	-1.50147094754086	0.133234659472662
BatchBatch_b050	-0.00681137547953573	0.00418625510925482	-1.62708083997972	0.103720791820776
BatchBatch_b051	-0.00590718622968628	0.00420824740139545	-1.40371648010225	0.160404142687765
BatchBatch_b052	-0.00652672210680266	0.00424389232254076	-1.53790944980791	0.124071622155795
BatchBatch_b053	-0.00663807345474624	0.00421105974500642	-1.57634273952485	0.114947702437513
BatchBatch_b054	-0.00488352382287241	0.00420232130113694	-1.16210148461308	0.245195003353338
BatchBatch_b055	-0.0040611088955201	0.00424876294688866	-0.95583324988607	0.339157119092278
BatchBatch_b056	-0.00293644327061465	0.00419401263854663	-0.700151268888934	0.483833286514593
BatchBatch_b057	-0.0025584391683925	0.00422253891999122	-0.605900671816143	0.544581089606219
BatchBatch_b058	-0.0049693064618424	0.00420988351372322	-1.18039048958092	0.237845710983269
BatchBatch_b059	-0.00049624865085151	0.00418813720323602	-0.118489110258393	0.905680188187671
BatchBatch_b060	-0.00669058945718312	0.00421111805869679	-1.58879170897756	0.112108290752047
BatchBatch_b061	-0.00800292753186146	0.00420841367209385	-1.90164944689948	0.0572177845343923
BatchBatch_b062	-0.00546904374344264	0.00422482494355112	-1.29450185901566	0.195492945461505
BatchBatch_b063	-0.00303169926431842	0.00420578876028329	-0.720839642006702	0.471008643223957
BatchBatch_b064	-0.00219295106227186	0.00421517528911445	-0.52025145144855	0.602888643795697
BatchBatch_b065	-0.00543881224689148	0.00422091623946616	-1.28853830266467	0.197559460270399
BatchBatch_b066	-0.00189235773720448	0.00422260839647911	-0.448149001641348	0.654045931114278
BatchBatch_b067	-0.00077685055466584	0.00419772272738763	-0.185064761328173	0.853178343222156
BatchBatch_b068	-0.00512328036089263	0.00420015834802272	-1.21978266921876	0.22254806008437
BatchBatch_b069	-0.00761458321575281	0.00422786464225034	-1.80104706750967	0.0716962856763169
BatchBatch_b070	-0.00961820876996243	0.00419424664261724	-2.29319102797459	0.0218375744533442
BatchBatch_b071	-0.00692254902763183	0.00421137519512336	-1.64377399469131	0.100223755094874
BatchBatch_b072	-0.00537784867970583	0.00422696738850437	-1.27227115457086	0.20327760322444
BatchBatch_b073	-0.00972628806374601	0.00422715868026761	-2.30090441344167	0.0213975946847515
BatchBatch_b074	-0.00468643844940208	0.00420822143139429	-1.1136387487693	0.265434928421854
BatchBatch_b075	-0.00291926107870914	0.00422398501990725	-0.691115395758018	0.489493464836247
BatchBatch_b076	-0.0134469884530295	0.00422441344194382	-3.18316107971715	0.0014568874390563
BatchBatch_b077	-0.00565223858770029	0.00421898066118599	-1.33971663812069	0.18033831924997
BatchBatch_b078	-0.00417475497945252	0.00419522279886684	-0.995121160330306	0.319677999071379
BatchBatch_b079	-0.00671483218015804	0.00422768923705781	-1.58829843057034	0.112219737279135
BatchBatch_b080	-0.0034099568174192	0.00420753466906978	-0.810440575210541	0.417687533417657
BatchBatch_b081	-0.00585522971461789	0.00419896707198308	-1.39444525623598	0.163184037508521
BatchBatch_b082	-0.0085448182055458	0.00420800636100839	-2.0306096218681	0.0422953333849999
BatchBatch_b083	-0.00481324093645143	0.00418650545316504	-1.14970373030628	0.250266669753062
BatchBatch_b084	-0.0105293953342976	0.00421964829932211	-2.49532534168526	0.0125846065309456
BatchBatch_b085	-0.00268061043162125	0.00420282934398704	-0.63781091551014	0.523597172774028
BatchBatch_b086	-0.00324374925376209	0.00423765428830971	-0.765458679041026	0.443998957138163
BatchBatch_b087	-0.0022154253273945	0.00423891882283197	-0.522639243634868	0.601225642446915
BatchBatch_b088	-0.0102702416280555	0.00420209732211607	-2.44407514647559	0.0145228706246245
BatchBatch_b089	-0.00876229988387153	0.00422371793185644	-2.07454664947767	0.0380292692279217
BatchBatch_b090	-0.00807960668535192	0.00421894767877678	-1.91507629402375	0.0554835542161696
BatchBatch_b091	-0.00851521361691854	0.00423963762164146	-2.0084767559973	0.0445933878877393
BatchBatch_b092	-0.00937828032865555	0.00422819984226284	-2.2180314740366	0.0265532988396814
BatchBatch_b093	-0.00552430170222098	0.00423370728143627	-1.30483789619647	0.191948873560517
BatchBatch_b094	-0.00490298871220442	0.00533218363240009	-0.919508601018963	0.357830215795117
BatchBatch_b095	0.0133706405789644	0.00424280314614459	3.15136953528334	0.00162519856772267
BatchUKBiLEVEAX_b1	-0.00515655208685705	0.00414694403869126	-1.24345832467139	0.21369978677569
BatchUKBiLEVEAX_b10	-0.0075047891677641	0.00414775294544854	-1.80936262754013	0.0703955064775676
BatchUKBiLEVEAX_b11	-0.00501925692959177	0.00413706068920051	-1.21324227674353	0.22503798901679
BatchUKBiLEVEAX_b2	-0.004284655608513	0.00414163272014891	-1.03453297238751	0.300887755174462
BatchUKBiLEVEAX_b3	-0.00688408227837273	0.00415468834208014	-1.65694312342236	0.0975318330907845
BatchUKBiLEVEAX_b4	-0.00254540069255037	0.00416299317356502	-0.611435230956815	0.54091186513878
BatchUKBiLEVEAX_b5	-0.00669462957358257	0.0041527299993934	-1.61210326088151	0.106940334753368
BatchUKBiLEVEAX_b6	-0.00728907939451424	0.00414795709549249	-1.75726971776906	0.0788726840161999
BatchUKBiLEVEAX_b7	-0.00590925657293641	0.00415180001198792	-1.42329990747965	0.15465008743556
BatchUKBiLEVEAX_b8	-0.00688886659495177	0.00413745160174691	-1.66500233913145	0.0959131463066941
BatchUKBiLEVEAX_b9	-0.00328044802565095	0.00414387357065357	-0.791638057898941	0.428572263048465
ageBin_FastingTime	0.000162328311550826	8.83629224811113e-05	1.83706363475615	0.0662013133064148
